,Tweet
9073,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9074,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9075,"RT @AFCLeopards: Wishing our super fan &amp; a World Marathon record holder, Eliud Kipchoge all the best as he goes for the Ineos 1:59 Challeng…"
9076,RT @Anestoh2: Eliud kipchoge should mentor this guy.sSometimes we discover our talent during adversity.#KipchogeINEOSChallenge #KenyattaUni…
9077,"RT @StandardKenya: World marathon record holder Eliud Kipchoge has left the country for the Ineos 1:59 Challenge in Vienna, Austria

Let's…"
9078,RT @citizentvkenya: The ‘impossible’ record Eliud Kipchoge hopes to break in Vienna and why it matters https://t.co/xvBKyaY3cU https://t.co…
9079,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
9080,RT @RealKinyanjui: #KipchogeINEOSChallenge Nike should design Eliud Kipchoge branded sport shoes like they did with other athletes like Jor…
9081,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
9082,"RT @marshal_chonga: Lets show some love to our brother Eliud Kipchoge. Lets RETWEET and like at the same time #INEOS159
#KipchogeINEOSChall…"
9083,"RT @nelsonmwangi00: No longer running against other men, he's running against time.
INEOS1:59

KENYA is proud of you Eliud kipchoge 

See y…"
9084,"RT @samirasawlani: A good time to re-read:

""Only the disciplined ones in life are free. If you are undisciplined, you are a slave to your…"
9085,RT @citizentvkenya: The ‘impossible’ record Eliud Kipchoge hopes to break in Vienna and why it matters https://t.co/xvBKyaY3cU https://t.co…
9086,RT @citizentvkenya: The ‘impossible’ record Eliud Kipchoge hopes to break in Vienna and why it matters https://t.co/xvBKyaY3cU https://t.co…
9087,"RT @VuukaFM: The ‘impossible’ record Eliud Kipchoge hopes to break in Vienna and why it matters.

https://t.co/ErBI6iCh72"
9088,The ‘impossible’ record Eliud Kipchoge hopes to break in Vienna and why it matters https://t.co/xvBKyaY3cU https://t.co/OvGJxnCg7B
9089,[PHOTOS] Details of special jet that picked Eliud Kipchoge from Kenya. Apart from the jet beung flown by more than… https://t.co/7NMx6sXn5m
9090,"What if, just what if... The prestigious chartered plane that Eliud Kipchoge was flown in had some dangerous gas le… https://t.co/V9zkZpkIeK"
9091,I love Eliud Kipchoge but how is this not undue advantage over the thousands who will be competing against him? I t… https://t.co/ASaE1jE6eE
9092,RT @ItsBravin: How about Eliud Kipchoge becomes Kenya's Brand Ambassador? He is one of the most decorated athlete not just in Africa but th…
9093,#KenyaRunsWithEliud  #NoHumanIsLimited  all the best Eliud Kipchoge in #ineos159challenge.
9094,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9095,"RT @StandardKenya: World marathon record holder Eliud Kipchoge has left the country for the Ineos 1:59 Challenge in Vienna, Austria

Let's…"
9096,"RT @ntvkenya: Special jet for Eliud Kipchoge ahead of historic feat

https://t.co/f3hoJRiUM7 https://t.co/4cjcBauwkJ"
9097,"RT @VinieO: Eliud Kipchoge Is the Greatest Marathoner, Ever 

(Just in case, any one doubted/ forgot) 

https://t.co/7RFW59Hjk9"
9098,"RT @itsagneskagure: The universe has a way of rewarding humble people who focus on building themselves.
All the world is now watching Kenya…"
9099,"""Depending on weather conditions, Kipchoge, who holds the current world record of 2:01:39, is expected to complete… https://t.co/sNSln6LiXf"
9100,RT @CarolRadull: Eliud Kipchoge flew out last night from his training base in Eldoret town to Vienna Austria ahead of his attempt to run ma…
9101,"RT @marshal_chonga: Lets show some love to our brother Eliud Kipchoge. Lets RETWEET and like at the same time #INEOS159
#KipchogeINEOSChall…"
9102,"RT @Kenyans: Eliud Kipchoge on Sir Tom’s Gulfstream G280, which was flown by two pilots from Britain to Eldoret; to fly Kipchoge to Vienna.…"
9103,"RT @Kenyans: Eliud Kipchoge on Sir Tom’s Gulfstream G280, which was flown by two pilots from Britain to Eldoret; to fly Kipchoge to Vienna.…"
9104,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
9105,RT @Anestoh2: Eliud kipchoge should mentor this guy.sSometimes we discover our talent during adversity.#KipchogeINEOSChallenge #KenyattaUni…
9106,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
9107,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
9108,RT @RealKinyanjui: #KipchogeINEOSChallenge Nike should design Eliud Kipchoge branded sport shoes like they did with other athletes like Jor…
9109,"RT @samirasawlani: A good time to re-read:

""Only the disciplined ones in life are free. If you are undisciplined, you are a slave to your…"
9110,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
9111,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
9112,Comrades from Kenyatta University be safe and avoid getting #YoungAndDeppressdKE from Gov'nt Goon we wish Eliud Kip… https://t.co/GuqwvkoF5N
9113,"RT @Onorpik: Eliud Kipchoge sleeps in a simple 4*6 bed.
Some of us here will run to loan apps to acquire king size beds.
Be humble my frien…"
9114,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
9115,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
9116,"RT @TimoCheruiyot: Success is not final; failure is not fatal: It is the courage to continue that counts.
All the best my Mentor, Eliud Kip…"
9117,Eliud Kipchoge all set to fly to Vienna and take on the INEOS 1:59 Challenge https://t.co/cljFSzSVUc
9118,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
9119,"RT @Onorpik: I don't know if you people get this hype.
Eliud Kipchoge has lacked people to compete with and has instead decided to compete…"
9120,"RT @INEOS159: ✈️ @EliudKipchoge to fly to Vienna tonight!
🗓️ Challenge window narrowed to 12th - 14th October

👇 Read about how and when th…"
9121,RT @Anestoh2: Eliud kipchoge should mentor this guy.sSometimes we discover our talent during adversity.#KipchogeINEOSChallenge #KenyattaUni…
9122,RT @CarolRadull: Eliud Kipchoge flew out last night from his training base in Eldoret town to Vienna Austria ahead of his attempt to run ma…
9123,Alas! Hawa sio ma supporters wa Eliud Kipchoge? I will be damned🤔 https://t.co/OGUmrzu9cV
9124,RT @TheStarBreaking: FIFTEEN Kenyans among 41 pacemakers who will run with Eliud Kipchoge in the #INEOS159 #KipchogeINEOSChallenge https://…
9125,"RT @citizentvkenya: The ‘impossible’ record Eliud Kipchoge hopes to break in Vienna and why it matters #KipchogeINEOSChallenge
https://t.co…"
9126,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9127,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
9128,RT @TheStarKenya: Eliud Kipchoge will be attempting to run under two hours in the 42 kilometres race #INEOS159 #KipchogeINEOSChallenge http…
9129,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9130,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9131,"RT @StandardKenya: World marathon record holder Eliud Kipchoge has left the country for the Ineos 1:59 Challenge in Vienna, Austria

Let's…"
9132,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
9133,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
9134,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
9135,"RT @Mwirigi: This dude runs so fast they need a team of 41 pacesetters operating in shifts. 

They can't have one team of guys run with him…"
9136,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
9137,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
9138,"RT @EriqueCnyua: As soon as the world realized it was impossible for any human to beat @EliudKipchoge,the billionaires want him to now chas…"
9139,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
9140,RT @Anestoh2: Eliud kipchoge should mentor this guy.sSometimes we discover our talent during adversity.#KipchogeINEOSChallenge #KenyattaUni…
9141,RT @CarolRadull: Eliud Kipchoge flew out last night from his training base in Eldoret town to Vienna Austria ahead of his attempt to run ma…
9142,RT @Anestoh2: Eliud kipchoge should mentor this guy.sSometimes we discover our talent during adversity.#KipchogeINEOSChallenge #KenyattaUni…
9143,"RT @LilKoima: As G.O.A.T Eliud Kipchoge jets out of the Country to Vienna for the #INEOS159 challenge, the County Government of Nandi is do…"
9144,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9145,RT @Wafunya: They should make movies about Eliud Kipchoge before Hollywood comes along to tell lies that will make Americans heroes in anot…
9146,"RT @AjowiDavid: No longer running against other men, he's running against time.
INEOS1:59

KENYA is proud of you Eliud kipchoge 🏃🏃🏃
#eliudk…"
9147,RT @che_bii: Hey @NetflixFilm there’s this Great man by the name of Eliud Kipchoge and in between the 12th to the 14th he’ll be the man to…
9148,RT @Anestoh2: Eliud kipchoge should mentor this guy.sSometimes we discover our talent during adversity.#KipchogeINEOSChallenge #KenyattaUni…
9149,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9150,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
9151,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9152,Lets show some love to our brother Eliud Kipchoge. Lets RETWEET and like at the same time #INEOS159… https://t.co/5FKJO0E2eO
9153,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9154,"RT @ronniechirchir: Eliud Kipchoge is achieving his target.. I believe in him. I see an holiday coming 💪🏻💪🏻

#INEOS159 #KOTLoyals"
9155,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
9156,"RT @Mwirigi: This dude runs so fast they need a team of 41 pacesetters operating in shifts. 

They can't have one team of guys run with him…"
9157,RT @Anestoh2: Eliud kipchoge should mentor this guy.sSometimes we discover our talent during adversity.#KipchogeINEOSChallenge #KenyattaUni…
9158,RT @TheStarBreaking: FIFTEEN Kenyans among 41 pacemakers who will run with Eliud Kipchoge in the #INEOS159 #KipchogeINEOSChallenge https://…
9159,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
9160,RT @Anestoh2: Eliud kipchoge should mentor this guy.sSometimes we discover our talent during adversity.#KipchogeINEOSChallenge #KenyattaUni…
9161,RT @Wafunya: They should make movies about Eliud Kipchoge before Hollywood comes along to tell lies that will make Americans heroes in anot…
9162,RT @CarolRadull: Eliud Kipchoge flew out last night from his training base in Eldoret town to Vienna Austria ahead of his attempt to run ma…
9163,RT @IdahWaringa: Nbi's St. Paul's Uni. Chapel held a special service for the G.O.A.T Eliud Kipchoge ahead of his iconic quest to become the…
9164,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
9165,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
9166,"RT @Moha001_Onyango: You want a whole Legend like Eliud Kipchoge to be given HSC so that he falls in the same category with Githeri man, Ro…"
9167,"RT @nelsonmwangi00: No longer running against other men, he's running against time.
INEOS1:59

KENYA is proud of you Eliud kipchoge 

See y…"
9168,"RT @INEOS159: ✈️ @EliudKipchoge to fly to Vienna tonight!
🗓️ Challenge window narrowed to 12th - 14th October

👇 Read about how and when th…"
9169,"RT @ntvkenya: Special jet for Eliud Kipchoge ahead of historic feat

https://t.co/f3hoJRiUM7 https://t.co/4cjcBauwkJ"
9170,@CKirubi @EliudKipchoge @CapitalFMSport All the best @Eliud kipchoge
9171,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
9172,"RT @StandardKenya: World marathon record holder Eliud Kipchoge has left the country for the Ineos 1:59 Challenge in Vienna, Austria

Let's…"
9173,"RT @errycar10: Lets show some love to our brother Eliud Kipchoge. Lets RETWEET and like at the same time #INEOS159
#KipchogeINEOSChallenge…"
9174,"Today's #VybezAdrenaline picture of the Day celebrates the iconic Eliud Kipchoge 🤩

What's your caption?

Best comm… https://t.co/jUJsL35BaM"
9175,RT @Moha001_Onyango: For those who aren't good in Mazematic... Eliud Kipchoge is supposed to run a distance of 42 kms in less than 2 hours.…
